year,name,genres,themes
2021,Fear Street: 1994,"Mystery, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Gory,  gruesome,  and slasher horror, Gothic and eerie haunting horror, Survival horror and zombie carnage, Terrifying,  haunted,  and supernatural horror, Bloody vampire horror"
2021,Raya and the Last Dragon,"Fantasy, Family, Animation, Adventure, Action","Epic heroes, Fairy-tale fantasy and enchanted magic, Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Kids' animated fun and adventure, Fantasy adventure,  heroism,  and swordplay"
2021,Pig,"Drama, Thriller","Humanity and the world around us, Moving relationship stories, Intense violence and sexual transgression, Surreal and thought-provoking visions of life and death, Humanity's odyssey: earth and beyond, Powerful stories of heartbreak and illness, Adorable animals and heartwarming families, Captivating relationships and charming romance"
2021,The Last Duel,"Drama, Action, History","Epic history and literature, Lavish dramas and sumptuous royalty, Historical battles and epic heroism, Captivating vision and Shakespearean drama, Graphic violence and brutal revenge, Fantasy adventure,  heroism,  and swordplay"
2021,The Conjuring: The Devil Made Me Do It,"Mystery, Thriller, Horror","Horror, the undead and monster classics, Terrifying,  haunted,  and supernatural horror, Creepy,  chilling,  and terrifying horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Chilling experiments and classic monster horror"
2021,C'mon C'mon,Drama,"Moving relationship stories, Emotional and touching family dramas, Adorable animals and heartwarming families, Touching and sad family stories, Heartbreaking and moving family drama, Emotional life of renowned artists"
2021,Fear Street: 1978,"Mystery, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Gory,  gruesome,  and slasher horror, Gothic and eerie haunting horror, Terrifying,  haunted,  and supernatural horror, Survival horror and zombie carnage, Extreme gory horror and cannibalism"
2021,The Lost Daughter,Drama,"Moving relationship stories, Intense violence and sexual transgression, Heartbreaking and moving family drama, Enduring stories of family and marital drama, Emotional and touching family dramas, Powerful stories of heartbreak and illness, Passion and romance"
2021,Candyman,"Mystery, Thriller, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Gory,  gruesome,  and slasher horror, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Creepy,  chilling,  and terrifying horror, Survival horror and zombie carnage"
2021,The Tragedy of Macbeth,"Drama, War","Epic history and literature, Captivating vision and Shakespearean drama, Lavish dramas and sumptuous royalty, Historical battles and epic heroism, Creepy,  chilling,  and terrifying horror, Gothic and eerie haunting horror"
2021,The Falcon and the Winter Soldier,Drama,"High speed and special ops, Epic heroes, Explosive and action-packed heroes vs. villains, Intense combat and martial arts, Superheroes in action-packed battles with villains, Thought-provoking sci-fi action and future technology, Action comedy and silly heroics"
2021,King Richard,"Drama, History","Underdogs and coming of age, Inspiring sports underdog stories, Underdog fighting and boxing stories, Teen friendship and coming-of-age, Emotional and touching family dramas, Emotional life of renowned artists"
2021,Halloween Kills,"Thriller, Horror","Horror, the undead and monster classics, Monsters, aliens, sci-fi and the apocalypse, Intense violence and sexual transgression, Gory,  gruesome,  and slasher horror, Survival horror and zombie carnage, Extreme gory horror and cannibalism, Gothic and eerie haunting horror, Terrifying,  haunted,  and supernatural horror"
2021,The Guilty,"Drama, Thriller","Thrillers and murder mysteries, Intense violence and sexual transgression, Crime, drugs and gangsters, Suspenseful crime thrillers, Film-noir and dark crime dramas, Twisted dark psychological thriller, Intense terrorist and political thrillers, Gripping,  intense violent crime"
2021,Belfast,Drama,"Faith and religion, Epic history and literature, Emotional and touching family dramas, Sins,  forgiveness,  and challenging faith, Holiday joy and heartwarming Christmas, Touching and sad family stories, Emotional life of renowned artists"
2021,Fear Street: 1666,"Mystery, Horror","Horror, the undead and monster classics, Intense violence and sexual transgression, Terrifying,  haunted,  and supernatural horror, Gothic and eerie haunting horror, Gory,  gruesome,  and slasher horror, Survival horror and zombie carnage, Creepy,  chilling,  and terrifying horror"
2021,All Too Well: The Short Film,,
2021,Red Notice,"Crime, Comedy, Action","Crude humor and satire, High speed and special ops, Epic heroes, Action comedy and silly heroics, Explosive and action-packed heroes vs. villains, Gags,  jokes,  and slapstick humor, Adrenaline-fueled action and fast cars, Heists and thrilling action"
2021,The King's Man,"Adventure, Action, Thriller","War and historical adventure, Epic history and literature, High speed and special ops, Epic heroes, Bravery in World War II, Historical battles and epic heroism, Exciting spy thrillers with tense intrigue, Intense combat and martial arts, Military combat and heroic soldiers"
2021,Ghostbusters: Afterlife,"Fantasy, Comedy, Adventure","Relationship comedy, Crude humor and satire, Kids' animated fun and adventure, Spooky,  scary comedy, Holiday joy and heartwarming Christmas, Adorable animals and heartwarming families, Catchy songs and hilarious musical comedy"
2021,The Fallout,Drama,"Underdogs and coming of age, Moving relationship stories, Student coming-of-age challenges, Emotional teen coming-of-age stories, Emotional LGBTQ relationships, Teen school antics and laughter, Emotional and touching family dramas"
2021,Hawkeye,"Comedy, Drama","Epic heroes, Holiday joy and heartwarming Christmas, Intense combat and martial arts, Explosive and action-packed heroes vs. villains, Action comedy and silly heroics, Superheroes in action-packed battles with villains"
2021,In the Heights,"Drama, Romance","Song and dance, Dazzling vocal performances and musicals, Dance rhythms and catchy tunes, Catchy songs and hilarious musical comedy, Legendary musicians and stardom, Emotional life of renowned artists"
2021,After Yang,"Drama, Science Fiction","Moving relationship stories, Humanity and the world around us, Thought-provoking sci-fi action and future technology, Humanity's odyssey: earth and beyond, Imaginative space odysseys and alien encounters, Surreal and thought-provoking visions of life and death, Heartbreaking and moving family drama"
2021,Lamb,"Fantasy, Horror, Drama","Intense violence and sexual transgression, Horror, the undead and monster classics, Humanity and the world around us, Surreal and thought-provoking visions of life and death, Gothic and eerie haunting horror, Terrifying,  haunted,  and supernatural horror, Twisted dark psychological thriller, Adorable animals and heartwarming families"
2021,Malcolm & Marie,"Drama, Romance","Moving relationship stories, Relationship comedy, Erotic relationships and desire, Emotional life of renowned artists, Underdog fighting and boxing stories, Passion and romance, Emotional LGBTQ relationships"
2021,Army of the Dead,"Fantasy, Action, Crime, Thriller, Science Fiction, Horror, Drama","Monsters, aliens, sci-fi and the apocalypse, Horror, the undead and monster classics, Epic heroes, Survival horror and zombie carnage, Extreme gory horror and cannibalism, Sci-fi monster and dinosaur adventures, Sci-fi horror,  creatures,  and aliens, Explosive and action-packed heroes vs. villains"
2021,Mortal Kombat,"Fantasy, Adventure, Action","Epic heroes, Intense combat and martial arts, Fantasy adventure,  heroism,  and swordplay, Action comedy and silly heroics, Underdog fighting and boxing stories, Superheroes in action-packed battles with villains"
2021,F9,"Action, Crime, Adventure","High speed and special ops, Monsters, aliens, sci-fi and the apocalypse, Epic heroes, Adrenaline-fueled action and fast cars, Explosive and action-packed heroes vs. villains, Action comedy and silly heroics, Action-packed space and alien sagas, Imaginative space odysseys and alien encounters"
2021,Red Rocket,Drama,"Relationship comedy, Crude humor and satire, Erotic relationships and desire, Quirky and endearing relationships, Funny jokes and crude humor, Teen school antics and laughter, Laugh-out-loud relationship entanglements"
2021,Petite Maman,"Family, Fantasy, Drama","Moving relationship stories, Emotional and touching family dramas, Touching and sad family stories, Fairy-tale fantasy and enchanted magic, Heartbreaking and moving family drama, Holiday joy and heartwarming Christmas"
2022,Everything Everywhere All at Once,"Adventure, Action, Science Fiction","Relationship comedy, Epic heroes, Intense combat and martial arts, Quirky and endearing relationships, Action-packed space and alien sagas, Funny jokes and crude humor, Tragic sadness and captivating beauty"
2022,The Batman,"Mystery, Thriller, Crime","Thrillers and murder mysteries, High speed and special ops, Crime, drugs and gangsters, Epic heroes, Film-noir and dark crime dramas, Explosive and action-packed heroes vs. villains, Superheroes in action-packed battles with villains, Intriguing and suspenseful murder mysteries, Suspenseful crime thrillers"
2022,The Menu,"Thriller, Horror, Comedy","Horror, the undead and monster classics, Intense violence and sexual transgression, Extreme gory horror and cannibalism, Gory,  gruesome,  and slasher horror, Survival horror and zombie carnage, Gothic and eerie haunting horror, Twisted dark psychological thriller"
2022,Glass Onion,"Crime, Comedy, Mystery","Thrillers and murder mysteries, Intriguing and suspenseful murder mysteries, Suspenseful crime thrillers, Spooky,  scary comedy, Film-noir and dark crime dramas, Gags,  jokes,  and slapstick humor"
2022,Nope,"Mystery, Science Fiction, Horror","Monsters, aliens, sci-fi and the apocalypse, Horror, the undead and monster classics, Sci-fi horror,  creatures,  and aliens, Sci-fi monster and dinosaur adventures, Imaginative space odysseys and alien encounters, Terrifying,  haunted,  and supernatural horror, Action-packed space and alien sagas"
